2021-04-14 19:46:39,403 INFO Starting cxcalc
2021-04-14 19:46:39,403 INFO Command list: ['mass']
2021-04-14 19:46:43,662 INFO ('Molecular weight', '_feat_inorganicmolecularweight')
2021-04-14 19:46:43,700 INFO Starting cxcalc
2021-04-14 19:46:43,700 INFO Starting cxcalc
2021-04-14 19:46:43,700 INFO Command list: ['mass']
2021-04-14 19:46:43,700 INFO Command list: ['mass']
2021-04-14 19:46:46,435 INFO ('Molecular weight', '_feat_saltmolecularweight')
2021-04-14 19:46:46,435 INFO ('Molecular weight', '_feat_saltmolecularweight')
2021-04-14 19:46:46,478 INFO Starting cxcalc
2021-04-14 19:46:46,478 INFO Starting cxcalc
2021-04-14 19:46:46,478 INFO Starting cxcalc
2021-04-14 19:46:49,631 INFO List of standardized smiles: ['C[NH3+]', 'CC[NH3+]', '[NH3+]CCC1=CC=CC=C1', 'CC(N)=[NH2+]', 'CC[NH+](CC)CCC[NH3+]', '[NH3+]C1=CC=C([NH3+])C=C1', '[NH3+]CC1=CC=C(C=C1)C(F)(F)F', '[NH3+]CC[NH+]1CCCC1', 'C[NH+](C)CC[NH3+]', 'C1COCC[NH2+]1', '[NH3+]CC1CCCCC1', 'C[NH2+]C', 'C1C[NH2+]CC[NH2+]1', '[NH3+]CCC[NH3+]', 'CC[NH2+]CC', 'CC(C)[NH2+]C(C)C', 'COC1=CC=C(CC[NH3+])C=C1']
