Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,67,1,56678,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
2,C,1,C1,67,2,19534,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
3,E,1,E1,67,2,95399,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
4,G,1,G1,67,1,63231,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
5,B,1,B1,67,1,75217,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
6,D,1,D1,67,1,75606,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
7,F,1,F1,67,1,96471,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
8,H,1,H1,67,1,39038,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
9,A,2,A2,67,1,87691,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
10,C,2,C2,67,2,88838,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
11,E,2,E2,67,2,78774,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
12,G,2,G2,67,1,80373,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
13,B,2,B2,67,1,5907,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
14,D,2,D2,67,1,8140,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
15,F,2,F2,67,2,41551,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
16,H,2,H2,67,1,80195,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
17,A,3,A3,67,3,14910,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
18,C,3,C3,67,1,55021,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
19,E,3,E3,67,1,57257,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
20,G,3,G3,67,1,54738,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
21,B,3,B3,67,1,42885,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
22,D,3,D3,67,1,60081,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
23,F,3,F3,67,2,85157,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
24,H,3,H3,67,1,87871,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
25,A,4,A4,67,2,81298,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
26,C,4,C4,67,3,14314,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
27,E,4,E4,67,1,4167,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
28,G,4,G4,67,1,40630,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
29,B,4,B4,67,1,3144,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
30,D,4,D4,67,1,9210,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
31,F,4,F4,67,1,27301,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
32,H,4,H4,67,1,79990,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
33,A,5,A5,67,null,45926,4,escalation_BOGPamine_1.3,Alex Cristofaro,Matt dropped the vial and solution spilled.,
34,C,5,C5,67,2,35405,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
35,E,5,E5,67,1,56025,4,escalation_BOGPamine_1.3,Alex Cristofaro,Ethyl_100k;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
