Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
2,C,1,C1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
3,E,1,E1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
4,G,1,G1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
5,B,1,B1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
6,D,1,D1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
7,F,1,F1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
8,H,1,H1,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
9,A,2,A2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
10,C,2,C2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
11,E,2,E2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
12,G,2,G2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
13,B,2,B2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
14,D,2,D2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
15,F,2,F2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
16,H,2,H2,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
17,A,3,A3,,,,,,,,
18,C,3,C3,,,,,,,,
19,E,3,E3,,,,,,,,
20,G,3,G3,,,,,,,,
21,B,3,B3,,,,,,,,
22,D,3,D3,,,,,,,,
23,F,3,F3,,,,,,,,
24,H,3,H3,,,,,,,,
25,A,4,A4,,,,,,,,
26,C,4,C4,,,,,,,,
27,E,4,E4,,,,,,,,
28,G,4,G4,,,,,,,,
29,B,4,B4,,,,,,,,
30,D,4,D4,,,,,,,,
31,F,4,F4,,,,,,,,
32,H,4,H4,,,,,,,,
33,A,5,A5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
34,C,5,C5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
35,E,5,E5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
36,G,5,G5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
37,B,5,B5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
38,D,5,D5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
39,F,5,F5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
40,H,5,H5,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
41,A,6,A6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
42,C,6,C6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
43,E,6,E6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
44,G,6,G6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
45,B,6,B6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
46,D,6,D6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
47,F,6,F6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
48,H,6,H6,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
49,A,7,A7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
50,C,7,C7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
51,E,7,E7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
52,G,7,G7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
53,B,7,B7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
54,D,7,D7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
55,F,7,F7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
56,H,7,H7,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
57,A,8,A8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
58,C,8,C8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
59,E,8,E8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
60,G,8,G8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
61,B,8,B8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
62,D,8,D8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
63,F,8,F8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
64,H,8,H8,77,1,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
65,A,9,A9,,,,,,,,
66,C,9,C9,,,,,,,,
67,E,9,E9,,,,,,,,
68,G,9,G9,,,,,,,,
69,B,9,B9,,,,,,,,
70,D,9,D9,,,,,,,,
71,F,9,F9,,,,,,,,
72,H,9,H9,,,,,,,,
73,A,10,A10,,,,,,,,
74,C,10,C10,,,,,,,,
75,E,10,E10,,,,,,,,
76,G,10,G10,,,,,,,,
77,B,10,B10,,,,,,,,
78,D,10,D10,,,,,,,,
79,F,10,F10,,,,,,,,
80,H,10,H10,,,,,,,,
81,A,11,A11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
82,C,11,C11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
83,E,11,E11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
84,G,11,G11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
85,B,11,B11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
86,D,11,D11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
87,F,11,F11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
88,H,11,H11,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
89,A,12,A12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
90,C,12,C12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
91,E,12,E12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
92,G,12,G12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
93,B,12,B12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
94,D,12,D12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
95,F,12,F12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
96,H,12,H12,77,2,,,originalstudy_LinearMarch_1,LianaAlves_0,Associated with original work from LIana Alves,
