Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,67,1,330299,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
2,C,1,C1,67,1,235918,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
3,E,1,E1,67,1,382294,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
4,G,1,G1,67,1,73008,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
5,B,1,B1,67,1,30571,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
6,D,1,D1,67,2,462334,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
7,F,1,F1,67,1,67043,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
8,H,1,H1,67,1,135862,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
9,A,2,A2,67,1,198336,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
10,C,2,C2,67,2,400292,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
11,E,2,E2,67,1,396641,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
12,G,2,G2,67,1,272879,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
13,B,2,B2,67,1,130933,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
14,D,2,D2,67,1,417348,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
15,F,2,F2,67,1,113752,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
16,H,2,H2,67,1,327494,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
17,A,3,A3,67,1,289928,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
18,C,3,C3,67,1,316956,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
19,E,3,E3,67,1,152688,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
20,G,3,G3,67,1,153747,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
21,B,3,B3,67,1,297013,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
22,D,3,D3,67,1,370671,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
23,F,3,F3,67,1,45685,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
24,H,3,H3,67,1,288604,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
25,A,4,A4,67,1,202635,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
26,C,4,C4,67,1,93368,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
27,E,4,E4,67,1,418393,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
28,G,4,G4,67,1,228152,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
29,B,4,B4,67,1,259761,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
30,D,4,D4,67,1,184634,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
31,F,4,F4,67,1,183251,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
32,H,4,H4,67,1,32295,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
33,A,5,A5,67,1,426477,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
34,C,5,C5,67,1,333112,4,escalation_BOGPamine_1.4,Alex Cristofaro,Ethyl65-75C;0.2J;_rxn_M_inorganic;_rxn_M_organic;_rxn_M_acid,
