Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,1,391039,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
2,C,1,C1,95,1,422974,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
3,E,1,E1,95,1,21436,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
4,G,1,G1,95,1,233415,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
5,B,1,B1,95,1,405140,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
6,D,1,D1,95,1,3159,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
7,F,1,F1,95,1,3249,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
8,H,1,H1,95,1,441567,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
9,A,2,A2,95,1,221482,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
10,C,2,C2,95,1,445419,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
11,E,2,E2,95,1,457381,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
12,G,2,G2,95,1,324324,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
13,B,2,B2,95,1,23530,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
14,D,2,D2,95,1,34072,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
15,F,2,F2,95,1,459865,null,escalation_randombaseline_1.0,Alex Cristofaro,first deploy prerequisite for BOGP run,
16,H,2,H2,95,1,360126,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
17,A,3,A3,95,1,360477,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
18,C,3,C3,95,1,360828,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
19,E,3,E3,95,1,361179,1,testharness_RandomForestClassifier_1,Hamed Eramian,Random Forest Classifier (4 Classes)	Hamed	n_estimators=361 max_features='auto' criterion='entropy' min_samples_leaf=13 n_jobs=-1 class_weight='balanced',
