Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
5,B,1,B1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
2,C,1,C1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
6,D,1,D1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
3,E,1,E1,95,3,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
7,F,1,F1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
4,G,1,G1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
8,H,1,H1,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
9,A,2,A2,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
10,C,2,C2,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
11,E,2,E2,95,1,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
12,G,2,G2,95,3,,,escalate_Prototyping_0,escalate_2.0,Manually Specified Experiments,
