Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
52,G,7,G7,95,3,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
56,H,7,H7,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
57,A,8,A8,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
61,B,8,B8,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
58,C,8,C8,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
62,D,8,D8,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
59,E,8,E8,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
63,F,8,F8,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
60,G,8,G8,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
64,H,8,H8,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
65,A,9,A9,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
69,B,9,B9,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
66,C,9,C9,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
70,D,9,D9,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
67,E,9,E9,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
71,F,9,F9,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
68,G,9,G9,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
72,H,9,H9,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
73,A,10,A10,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
77,B,10,B10,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
74,C,10,C10,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
78,D,10,D10,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
75,E,10,E10,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
79,F,10,F10,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
76,G,10,G10,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
80,H,10,H10,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
81,A,11,A11,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
85,B,11,B11,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
82,C,11,C11,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
86,D,11,D11,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
83,E,11,E11,95,3,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
87,F,11,F11,95,3,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
84,G,11,G11,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
88,H,11,H11,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
89,A,12,A12,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
93,B,12,B12,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
90,C,12,C12,95,1,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
94,D,12,D12,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
91,E,12,E12,95,3,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
95,F,12,F12,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
92,G,12,G12,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
96,H,12,H12,95,4,,,escalate_ExpertQuasiRandom_1.1,escalate_1.0,Original escalate quasi random deploy max vol 500 and 200,
