Robot Number,Vial Site (1),Vial Site (2),Concatenated Vial site,Bulk Actual Temp (C),Crystal Score,identifier,_out_predicted,modelname,participantname,notes,class_probability
1,A,1,A1,95,1,65146,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
2,C,1,C1,95,2,98077,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
3,E,1,E1,95,2,88409,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
4,G,1,G1,95,1,35967,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
5,B,1,B1,95,1,79666,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
6,D,1,D1,95,2,25894,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
7,F,1,F1,95,1,44510,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
8,H,1,H1,95,1,77794,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
9,A,2,A2,95,2,76498,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
10,C,2,C2,95,1,98051,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
11,E,2,E2,95,3,743,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
12,G,2,G2,95,3,91899,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
13,B,2,B2,95,2,3263,4,escalation_BOGPamine_1.2,Alex Cristofaro,Ethyl_small_j;_rxn_M_organic;_rxn_M_inorganic;_rxn_M_acid,
