2021-04-14 18:51:21,589 INFO Starting cxcalc
2021-04-14 18:51:21,596 INFO Command list: ['mass']
2021-04-14 18:51:35,269 INFO ('Molecular weight', '_feat_inorganicmolecularweight')
2021-04-14 18:51:35,436 INFO Starting cxcalc
2021-04-14 18:51:35,436 INFO Starting cxcalc
2021-04-14 18:51:35,438 INFO Command list: ['mass']
2021-04-14 18:51:35,438 INFO Command list: ['mass']
2021-04-14 18:51:38,180 INFO ('Molecular weight', '_feat_saltmolecularweight')
2021-04-14 18:51:38,180 INFO ('Molecular weight', '_feat_saltmolecularweight')
2021-04-14 18:51:38,225 INFO Starting cxcalc
2021-04-14 18:51:38,225 INFO Starting cxcalc
2021-04-14 18:51:38,225 INFO Starting cxcalc
2021-04-14 18:51:41,480 INFO List of standardized smiles: ['[NH3+]CCC1=CC=CC=C1', 'CCCC[NH3+]', 'CC[NH3+]', 'C[NH3+]', 'NC(N)=[NH2+]', 'CC(N)=[NH2+]', '[NH3+]C=N', '[NH2+]1C=CN=C1', '[NH3+]CC1=CC=CC=C1', 'CC(C)(C)C[NH3+]', 'CC(C)[NH3+]', 'CC(C)C[NH3+]', 'C[NH2+]C', 'CCCCCCCCCCCC[NH3+]', 'C1CC[NH2+]C1', '[NH3+]CC[NH3+]', 'COC1=CC=C([NH3+])C=C1', '[NH3+]CCC[NH3+]', 'CCC[NH3+]', 'CC(C)CC[NH3+]', '[NH3+]CCC1=CC=C(F)C=C1', '[NH3+]C1=CC=C(F)C=C1', '[NH3+]CC1=CC=C(C=C1)C(F)(F)F', '[NH3+]C1=CC=C(C=C1)C(F)(F)F', 'CC(C)(C)CC(C)(C)[NH3+]', '[NH3+]C1=CC=CC=C1', 'CC(C)(C)[NH3+]', '[NH3+]CC1=CC=C(F)C=C1', '[NH3+]C1CCCCC1', 'C1C[NH+]2CCC1CC2', 'C1=CC=[NH+]C=C1', 'CC[NH2+]CC', 'CCCCCCCC[NH3+]', 'C1COCC[NH2+]1', 'CCCCCC[NH3+]', 'C1CC[NH2+]CC1', '[NH3+]CC1CCCCC1', '[NH3+]CCCC[NH3+]', '[NH3+]C1=CC=C([NH3+])C=C1', 'C[NH+](C)CC[NH3+]', 'CC[NH+](CC)CCC[NH3+]', 'C1C[NH2+]CC[NH2+]1', '[NH3+]CC[NH+]1CCCC1', 'CC(C)[NH2+]C(C)C', 'C[NH+](C)CCC[NH3+]', 'COC1=CC=C(CC[NH3+])C=C1', '[NH3+]CCC1=CC=C(O)C=C1', '[NH3+]CCc1ccc(Cl)cc1', '[NH3+]C1=CC=C(Cl)C=C1']
